date,site,parameter,index_value,description,health_advisory,health_effects
2017-10-07,Lincoln,PM25,70,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2017-10-07,Liberty 2,PM25(2),52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2017-10-08,Liberty 2,PM10,19,Good,,
2017-10-08,Lincoln,PM10,34,Good,,
2017-10-08,Lawrenceville 2,CO,2,Good,,
2017-10-08,Lawrenceville,OZONE,27,Good,,
2017-10-08,Lawrenceville,PM25B,29,Good,,
2017-10-08,Flag Plaza,CO,0,Good,,
2017-10-08,Glassport High Street,PM10,24,Good,,
2017-10-08,Liberty,SO2,20,Good,,
2017-10-08,Harrison Township,NO2,4,Good,,
2017-10-08,Parkway East,NO2,13,Good,,
2017-10-08,Lawrenceville 2,SO2,1,Good,,
2017-10-08,North Braddock,SO2,14,Good,,
2017-10-08,North Braddock,PM10B,22,Good,,
2017-10-08,Parkway East,PM25T,26,Good,,
2017-10-08,Liberty 2,PM25(2),29,Good,,
2017-10-08,South Fayette,SO2,1,Good,,
2017-10-08,South Fayette,OZONE,30,Good,,
2017-10-08,Avalon,SO2,0,Good,,
2017-10-08,Parkway East,CO,4,Good,,
2017-10-08,Harrison Township,OZONE,27,Good,,
2017-10-08,Flag Plaza,PM10,16,Good,,
2017-10-08,Lincoln,PM25,43,Good,,
2017-10-08,Avalon,PM25T,20,Good,,
2017-10-09,Harrison Township,NO2,8,Good,,
2017-10-09,Parkway East,NO2,15,Good,,
2017-10-09,North Braddock,SO2,1,Good,,
2017-10-09,Liberty 2,PM25(2),11,Good,,
2017-10-09,Lawrenceville 2,SO2,0,Good,,
2017-10-09,Parkway East,CO,10,Good,,
2017-10-09,Glassport High Street,PM10,6,Good,,
2017-10-09,Lawrenceville 2,CO,2,Good,,
2017-10-09,Lawrenceville,OZONE,19,Good,,
2017-10-09,Liberty 2,PM10,8,Good,,
2017-10-09,North Braddock,PM10B,9,Good,,
2017-10-09,Flag Plaza,PM10,8,Good,,
2017-10-09,Lincoln,PM25,28,Good,,
2017-10-09,Avalon,PM25T,18,Good,,
2017-10-09,Lincoln,PM10,16,Good,,
2017-10-09,South Fayette,SO2,1,Good,,
2017-10-09,Lawrenceville,PM25B,27,Good,,
2017-10-09,Parkway East,PM25T,17,Good,,
2017-10-09,Flag Plaza,CO,0,Good,,
2017-10-09,Harrison Township,OZONE,19,Good,,
2017-10-09,South Fayette,OZONE,22,Good,,
2017-10-09,Avalon,SO2,0,Good,,
2017-10-09,Liberty,SO2,13,Good,,
2017-10-10,Flag Plaza,PM10,12,Good,,
2017-10-10,North Braddock,PM10B,12,Good,,
2017-10-10,Liberty 2,PM25(2),26,Good,,
2017-10-10,Lawrenceville 2,SO2,6,Good,,
2017-10-10,South Fayette,SO2,7,Good,,
2017-10-10,Flag Plaza,CO,0,Good,,
2017-10-10,Glassport High Street,PM10,11,Good,,
2017-10-10,Parkway East,PM25T,46,Good,,
2017-10-10,Liberty,SO2,16,Good,,
2017-10-10,Harrison Township,NO2,9,Good,,
2017-10-10,Parkway East,NO2,18,Good,,
2017-10-10,South Fayette,OZONE,49,Good,,
2017-10-10,North Braddock,SO2,11,Good,,
2017-10-10,Lawrenceville 2,CO,2,Good,,
2017-10-10,Lawrenceville,OZONE,43,Good,,
2017-10-10,Liberty 2,PM10,10,Good,,
2017-10-10,Lawrenceville,PM25B,40,Good,,
2017-10-10,Avalon,PM25T,35,Good,,
2017-10-10,Parkway East,CO,9,Good,,
2017-10-10,Harrison Township,OZONE,42,Good,,
2017-10-10,Avalon,SO2,0,Good,,
2017-10-10,Lincoln,PM10,11,Good,,
2017-10-10,Lincoln,PM25,31,Good,,
2017-10-11,Harrison Township,NO2,15,Good,,
2017-10-11,Parkway East,NO2,13,Good,,
2017-10-11,North Braddock,SO2,0,Good,,
2017-10-11,Lincoln,PM25,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2017-10-11,Lawrenceville 2,SO2,2,Good,,
2017-10-11,Flag Plaza,CO,0,Good,,
2017-10-11,Harrison Township,OZONE,19,Good,,
2017-10-11,South Fayette,OZONE,32,Good,,
2017-10-11,Parkway East,PM25T,41,Good,,
2017-10-11,Avalon,SO2,0,Good,,
2017-10-11,Liberty,SO2,13,Good,,
2017-10-11,Liberty 2,PM25(2),38,Good,,
2017-10-11,Lincoln,PM10,19,Good,,
2017-10-11,Flag Plaza,PM10,16,Good,,
2017-10-11,North Braddock,PM10B,18,Good,,
2017-10-11,Lawrenceville,PM25B,46,Good,,
2017-10-11,Avalon,PM25T,46,Good,,
2017-10-11,South Fayette,SO2,3,Good,,
2017-10-11,Parkway East,CO,7,Good,,
2017-10-11,Lawrenceville,OZONE,26,Good,,
2017-10-11,Glassport High Street,PM10,13,Good,,
2017-10-11,Lawrenceville 2,CO,3,Good,,
2017-10-11,Liberty 2,PM10,13,Good,,
2017-10-12,Flag Plaza,CO,0,Good,,
2017-10-12,South Fayette,OZONE,21,Good,,
2017-10-12,Liberty 2,PM10,14,Good,,
2017-10-12,Avalon,SO2,0,Good,,
2017-10-12,Lawrenceville,PM25B,41,Good,,
2017-10-12,Avalon,PM25T,32,Good,,
2017-10-12,Lawrenceville 2,CO,3,Good,,
2017-10-12,Harrison Township,NO2,12,Good,,
2017-10-12,Parkway East,NO2,12,Good,,
2017-10-12,Lawrenceville,OZONE,19,Good,,
2017-10-12,Glassport High Street,PM10,14,Good,,
2017-10-12,Parkway East,PM25T,23,Good,,
2017-10-12,North Braddock,SO2,0,Good,,
2017-10-12,Liberty,SO2,1,Good,,
2017-10-12,Flag Plaza,PM10,14,Good,,
2017-10-12,North Braddock,PM10B,17,Good,,
2017-10-12,Lawrenceville 2,SO2,1,Good,,
2017-10-12,Parkway East,CO,6,Good,,
2017-10-12,Harrison Township,OZONE,19,Good,,
2017-10-12,Lincoln,PM25,29,Good,,
2017-10-12,Lincoln,PM10,23,Good,,
2017-10-12,South Fayette,SO2,0,Good,,
2017-10-13,Glassport High Street,PM10,7,Good,,
2017-10-13,Liberty,SO2,0,Good,,
2017-10-13,Lawrenceville 2,CO,2,Good,,
2017-10-13,Parkway East,NO2,4,Good,,
2017-10-13,Lawrenceville,OZONE,28,Good,,
2017-10-13,Liberty 2,PM10,6,Good,,
2017-10-13,Parkway East,CO,3,Good,,
2017-10-13,Lincoln,PM10,12,Good,,
2017-10-13,South Fayette,SO2,1,Good,,
2017-10-13,Flag Plaza,PM10,9,Good,,
2017-10-13,North Braddock,PM10B,10,Good,,
2017-10-13,Lawrenceville,PM25B,26,Good,,
2017-10-13,Avalon,PM25T,24,Good,,
2017-10-13,Harrison Township,NO2,5,Good,,
2017-10-13,Harrison Township,OZONE,29,Good,,
2017-10-13,Lincoln,PM25,20,Good,,
2017-10-13,Parkway East,PM25T,21,Good,,
2017-10-13,North Braddock,SO2,1,Good,,
2017-10-13,Flag Plaza,CO,0,Good,,
2017-10-13,South Fayette,OZONE,32,Good,,
2017-10-13,Liberty 2,PM25(2),3,Good,,
2017-10-13,Avalon,SO2,0,Good,,
2017-10-13,Lawrenceville 2,SO2,1,Good,,
2017-10-14,Parkway East,CO,5,Good,,
2017-10-14,Flag Plaza,PM10,17,Good,,
2017-10-14,Liberty 2,PM25(2),49,Good,,
2017-10-14,Lawrenceville 2,SO2,8,Good,,
2017-10-14,South Fayette,OZONE,50,Good,,
2017-10-14,Lawrenceville 2,CO,5,Good,,
2017-10-14,Harrison Township,NO2,18,Good,,
2017-10-14,Parkway East,NO2,11,Good,,
2017-10-14,Lawrenceville,OZONE,43,Good,,
2017-10-14,Liberty 2,PM10,19,Good,,
2017-10-14,North Braddock,SO2,7,Good,,
2017-10-14,Glassport High Street,PM10,38,Good,,
2017-10-14,Lincoln,PM25,84,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2017-10-14,Parkway East,PM25T,42,Good,,
2017-10-14,Liberty,SO2,17,Good,,
2017-10-14,Flag Plaza,CO,0,Good,,
2017-10-14,Harrison Township,OZONE,41,Good,,
2017-10-14,Lawrenceville,PM25B,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2017-10-14,Avalon,PM25T,45,Good,,
2017-10-14,Avalon,SO2,0,Good,,
2017-10-14,Lincoln,PM10,47,Good,,
2017-10-14,North Braddock,PM10B,19,Good,,
2017-10-14,South Fayette,SO2,3,Good,,
2017-10-15,Lawrenceville,OZONE,31,Good,,
2017-10-15,Glassport High Street,PM10,48,Good,,
2017-10-15,Lincoln,PM25,71,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2017-10-15,Parkway East,PM25T,50,Good,,
2017-10-15,Liberty,SO2,110,Unhealthy for Sensitive Groups,People with asthma should consider limiting outdoor exertion.,"Increasing likelihood of respiratory symptoms, such as chest tightness and breathing discomfort, in people with asthma."
2017-10-15,Flag Plaza,CO,0,Good,,
2017-10-15,Harrison Township,OZONE,33,Good,,
2017-10-15,South Fayette,OZONE,34,Good,,
2017-10-15,Flag Plaza,PM10,19,Good,,
2017-10-15,Avalon,SO2,0,Good,,
2017-10-15,Lawrenceville 2,SO2,7,Good,,
2017-10-15,Harrison Township,NO2,24,Good,,
2017-10-15,North Braddock,SO2,16,Good,,
2017-10-15,North Braddock,PM10B,28,Good,,
2017-10-15,Lawrenceville,PM25B,44,Good,,
2017-10-15,South Fayette,SO2,0,Good,,
2017-10-15,Liberty 2,PM25(2),71,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2017-10-15,Lawrenceville 2,CO,5,Good,,
2017-10-15,Parkway East,NO2,27,Good,,
2017-10-15,Liberty 2,PM10,36,Good,,
2017-10-15,Lincoln,PM10,48,Good,,
2017-10-15,Parkway East,CO,6,Good,,
2017-10-15,Avalon,PM25T,42,Good,,
2017-10-16,Harrison Township,NO2,8,Good,,
2017-10-16,Harrison Township,OZONE,29,Good,,
2017-10-16,Lincoln,PM25,13,Good,,
2017-10-16,Avalon,PM25T,15,Good,,
2017-10-16,North Braddock,SO2,0,Good,,
2017-10-16,Flag Plaza,CO,0,Good,,
2017-10-16,South Fayette,OZONE,31,Good,,
2017-10-16,Avalon,SO2,0,Good,,
2017-10-16,Liberty,SO2,7,Good,,
2017-10-16,Lawrenceville 2,CO,2,Good,,
2017-10-16,Liberty 2,PM10,31,Good,,
2017-10-16,Lawrenceville,OZONE,30,Good,,
2017-10-16,Glassport High Street,PM10,19,Good,,
2017-10-16,Parkway East,PM25T,13,Good,,
2017-10-16,Parkway East,CO,6,Good,,
2017-10-16,Parkway East,NO2,14,Good,,
2017-10-16,Flag Plaza,PM10,12,Good,,
2017-10-16,Lawrenceville 2,SO2,0,Good,,
2017-10-16,North Braddock,PM10B,20,Good,,
2017-10-16,Lawrenceville,PM25B,21,Good,,
2017-10-16,Lincoln,PM10,36,Good,,
2017-10-16,Liberty 2,PM25(2),12,Good,,
2017-10-16,South Fayette,SO2,0,Good,,
2017-10-17,Parkway East,CO,10,Good,,
2017-10-17,South Fayette,OZONE,38,Good,,
2017-10-17,Glassport High Street,PM10,32,Good,,
2017-10-17,Avalon,SO2,1,Good,,
2017-10-17,Liberty,SO2,51,Moderate,,
2017-10-17,Lawrenceville 2,CO,4,Good,,
2017-10-17,Lawrenceville,OZONE,33,Good,,
2017-10-17,Liberty 2,PM10,38,Good,,
2017-10-17,Parkway East,NO2,18,Good,,
2017-10-17,Avalon,PM25T,28,Good,,
2017-10-17,Lincoln,PM10,26,Good,,
2017-10-17,North Braddock,PM10B,33,Good,,
2017-10-17,Lawrenceville,PM25B,29,Good,,
2017-10-17,Flag Plaza,CO,0,Good,,
2017-10-17,Lincoln,PM25,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2017-10-17,Parkway East,PM25T,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2017-10-17,Lawrenceville 2,SO2,2,Good,,
2017-10-17,South Fayette,SO2,3,Good,,
2017-10-17,Harrison Township,NO2,20,Good,,
2017-10-17,Harrison Township,OZONE,32,Good,,
2017-10-17,Flag Plaza,PM10,14,Good,,
2017-10-17,Liberty 2,PM25(2),67,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2017-10-17,North Braddock,SO2,13,Good,,
2017-10-18,Parkway East,NO2,33,Good,,
2017-10-18,Liberty 2,PM25(2),80,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2017-10-18,Parkway East,CO,14,Good,,
2017-10-18,Glassport High Street,PM10,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2017-10-18,Flag Plaza,PM10,21,Good,,
2017-10-18,Lincoln,PM25,84,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2017-10-18,Lawrenceville 2,CO,7,Good,,
2017-10-18,Lawrenceville,OZONE,31,Good,,
2017-10-18,Liberty 2,PM10,48,Good,,
2017-10-18,Lincoln,PM10,50,Good,,
2017-10-18,Flag Plaza,CO,0,Good,,
2017-10-18,Harrison Township,OZONE,34,Good,,
2017-10-18,South Fayette,OZONE,42,Good,,
2017-10-18,Avalon,SO2,1,Good,,
2017-10-18,Liberty,SO2,89,Moderate,,
2017-10-18,Harrison Township,NO2,26,Good,,
2017-10-18,Avalon,PM25T,40,Good,,
2017-10-18,North Braddock,SO2,16,Good,,
2017-10-18,North Braddock,PM10B,34,Good,,
2017-10-18,Lawrenceville,PM25B,42,Good,,
2017-10-18,Parkway East,PM25T,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2017-10-18,Lawrenceville 2,SO2,8,Good,,
2017-10-18,South Fayette,SO2,3,Good,,
2017-10-19,Parkway East,CO,15,Good,,
2017-10-19,Harrison Township,OZONE,48,Good,,
2017-10-19,Lawrenceville,OZONE,47,Good,,
2017-10-19,South Fayette,OZONE,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
2017-10-19,Glassport High Street,PM10,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2017-10-19,Avalon,SO2,0,Good,,
2017-10-19,Liberty,SO2,64,Moderate,,
2017-10-19,Lawrenceville 2,CO,9,Good,,
2017-10-19,Liberty 2,PM10,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2017-10-19,Lincoln,PM10,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2017-10-19,Harrison Township,NO2,19,Good,,
2017-10-19,Liberty 2,PM25(2),75,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2017-10-19,North Braddock,SO2,4,Good,,
2017-10-19,Flag Plaza,PM10,25,Good,,
2017-10-19,North Braddock,PM10B,25,Good,,
2017-10-19,Lincoln,PM25,86,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2017-10-19,Parkway East,PM25T,58,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2017-10-19,Lawrenceville 2,SO2,2,Good,,
2017-10-19,South Fayette,SO2,1,Good,,
2017-10-19,Flag Plaza,CO,0,Good,,
2017-10-19,Lawrenceville,PM25B,42,Good,,
2017-10-19,Avalon,PM25T,43,Good,,
2017-10-19,Parkway East,NO2,30,Good,,
2017-10-20,Avalon,PM25T,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2017-10-20,Liberty,SO2,101,Unhealthy for Sensitive Groups,People with asthma should consider limiting outdoor exertion.,"Increasing likelihood of respiratory symptoms, such as chest tightness and breathing discomfort, in people with asthma."
