PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
291862112,22155643,10,2022-09-25T03:08:00,"1600 Block Concordia St Pittsburgh, PA 15210",Y,Carrick,3,SIMPLE ASSAULT,2701 Simple Assault.,2902,,,,
291871967,22155777,6,2022-09-25T12:14:00,"7600 Block Penn Ave Pittsburgh, PA 15221",N,Point Breeze North,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1405,9,3,-79.8951355743265,40.4471228791488
291884892,22155926,10,2022-09-25T17:55:00,"300 Block 3rd Ave Pittsburgh, PA 15222",Y,Central Business District,2,TERRORISTIC THREATS,2706 Terroristic Threats.,201,6,6,-80.0016135598372,40.4388661313797
293024157,22162271,10,2022-10-06T19:32:00,"Penn Ave & Station St Pittsburgh, PA 15206",N,Shadyside,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",708,,,,
293024883,22163344,0,2022-10-08T16:27:00,"Forbes Ave & Morewood Ave Pittsburgh, PA 15213",Y,Squirrel Hill North,4,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,1401,8,3,-79.9430046520408,40.4446549984928
293033946,22163536,10,2022-10-08T19:00:00,"900 Block N Lang Ave Pittsburgh, PA 15208",Y,Homewood North,5,SIMPLE ASSAULT,2701 Simple Assault.,1302,9,2,-79.8985114222818,40.4579378790699
292796838,22161573,0,2022-10-04T13:45:00,"300 Block Wood St Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,,,-80.0581533364063,40.5044573772531
292797093,22161582,10,2022-10-05T11:00:00,"800 Block Anaheim St Pittsburgh, PA 15219",N,Upper Hill,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",506,6,3,-79.9605053299,40.4518200950995
292801094,22161591,14,2022-10-05T15:30:00,"1200 Block Mohler St Pittsburgh, PA 15221",N,Homewood North,5,CRIM MISCHIEF,3304 Criminal Mischief.,1301,9,2,-79.8864602237102,40.4593708354313
292804747,22161631,99,2022-10-05T17:08:00,"2100 Block Park Hill Dr Pittsburgh, PA 15221",N,East Hills,5,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),1306,9,2,-79.8740675554629,40.4532044463424
292806068,22161625,11,2022-09-30T19:00:00,"3300 Block Mc Clure Ave Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT BY DECEPTION,3922 Theft by Deception.,2703,1,1,-80.0362163003013,40.4757957032062
292810268,22161627,6,2022-10-05T16:56:00,"6400 Block Frankstown Ave Pittsburgh, PA 15206",N,Larimer,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1208,,,,
292811641,22161585,11,2022-10-04T13:00:00,"300 Block N Fairmont St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,CREDIT CARDS,4106 Access Device Fraud,1201,9,2,-79.9310082872483,40.4664390974889
292813354,22161683,99,2022-10-05T16:30:00,"3900 Block Forbes Ave Pittsburgh, PA 15213",N,Central Oakland,4,LOST PROPERTY,9504 Lost Property,405,3,3,-79.9557531362474,40.441861621252
292813570,22161704,0,2022-10-05T16:00:00,"2600 Block Salisbury St Pittsburgh, PA 15210",N,South Side Slopes,3,99,9999 9999 - (Misc. Incident): ,1608,3,3,-79.9710447793193,40.4183603670614
292813651,22161700,0,2022-10-05T19:33:00,"5700 Block Jackson St Pittsburgh, PA 15206",N,Highland Park,5,99,9994 PFA Service,1102,7,2,-79.9239846516491,40.4721448538685
292817815,22161080,13,2022-10-04T17:53:00,"Sebring Ave & Methyl St Pittsburgh, PA 15216",Y,Beechview,6,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property.,1916,4,5,-80.0257703851789,40.4129602243866
292818623,22161734,6,2022-10-05T21:00:00,"6200 Block Penn Ave Pittsburgh, PA 15206",Y,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,8,2,-79.92259331497,40.4601393368172
292468403,22159363,99,2022-10-01T17:08:00,"300 Block S Main St Pittsburgh, PA 15220",N,West End,6,AIDED CASE,9497 Aided Case,2019,7,2,-79.9579476679689,40.4673830136992
292469770,22159343,6,2022-10-01T16:00:00,"1500 Block Princess Ave Pittsburgh, PA 15216",N,Beechview,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1916,4,5,-80.0174229424339,40.4114532628208
292471360,22159466,99,2022-10-01T20:00:00,"5600 Block Bartlett St Pittsburgh, PA 15217",N,Squirrel Hill South,4,FOUND PROPERTY,9489 Found Property,1413,5,3,-79.9272083259484,40.4355205156793
292493566,22159736,0,2022-10-02T10:30:00,"N Craig St & Bayard St Pittsburgh, PA 15213",N,North Oakland,4,99,9999 9999 - (Misc. Incident): Non reportable accident.,404,8,3,-79.9507417787969,40.4498080914534
292495384,22159740,4,2022-10-02T10:41:00,"200 Block Wilbur St Pittsburgh, PA 15210",Y,Knoxville,3,AGG-ASSAULT,2702 Aggravated Assault.,3001,3,5,-79.9925986155206,40.4074431006746
292504042,22159925,6,2022-10-02T17:06:00,"Panther Hollow Rd & Schenley Dr Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1413,5,3,-79.9463562780368,40.438755741483
293443177,22166339,0,2022-10-14T05:45:00,"3800 Block O Hara St Pittsburgh, PA 15213",Y,North Oakland,4,99,3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,403,,,,
293457016,22164096,0,2022-10-10T02:53:00,"P J Mc Ardle Rdwy & Arlington Ave Pittsburgh, PA 15203",Y,South Side Slopes,3,99,3809(a) Restriction on Alcoholic Beverages in Vehicle,1706,3,3,-79.9983323112472,40.4290282335176
-3530171815,22166419,10,2022-10-14T07:25:00,"300 Block S 9th St Pittsburgh, PA 15203",Y,South Side Flats,3,HARRASSMENT,2709 Harassment (Non-Specific),1702,3,3,-79.9898778029463,40.4302739266154
293496609,22166232,99,2022-10-13T12:00:00,"30 Block Freeport St Pittsburgh, PA 15223",N,Outside City,OSC,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,5599,,,-79.9426824015091,40.4966503863742
293503166,22166816,0,2022-10-14T23:25:00,"4000 Block Butler St Pittsburgh, PA 15201",N,Central Business District,2,99,13(a)(30)* Delivery of Controlled Substance / 9998 Overdose Other,201,7,2,-79.9616807037037,40.4687010518457
291764621,22154410,10,2022-09-22T23:53:00,"1800 Block Westmont Ave Pittsburgh, PA 15210",Y,Carrick,3,SIMPLE ASSAULT,2701 Simple Assault.,2901,4,3,-79.9892980059539,40.39689177326
291779859,22154575,14,2022-09-23T08:24:00,"1300 Block Lowrie St Pittsburgh, PA 15212",Y,Troy Hill,1,CRIM MISCHIEF,3304 Criminal Mischief.,2406,1,1,-79.9880817889184,40.4591571701398
291826005,22154982,0,2022-09-23T23:00:00,"600 Block Reedsdale St & Tony Dorsett Dr E Pittsburgh, PA 15212",N,North Shore,1,99,3742 Accidents Involving Death or Personal Injury,2205,,,,
-3579000047,22155004,3,2022-09-23T23:31:00,"1400 Block Locust St Pittsburgh, PA 15219",N,Bluff,2,ROBBERY,3701 Robbery. / 2701 Simple Assault.,103,6,3,-79.9854587006851,40.4360439740714
291853387,22155457,0,2022-09-24T19:37:00,"1500 Block Lowrie St Pittsburgh, PA 15212",N,Troy Hill,1,99,9998 Overdose Other,2406,1,1,-79.9850564269765,40.4615845286472
291854574,22155462,24,2022-09-24T19:46:00,"200 Block Paulson Ave Pittsburgh, PA 15206",Y,Larimer,5,DISORDERLY CONDUCT,5503 Disorderly Conduct. / 3503(b)(1)(i) Actual Communication,1208,,,,
291858554,22155505,6,2022-09-24T20:33:00,"100 Block E Amanda Ave Pittsburgh, PA 15210",N,Knoxville,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,3001,4,3,-79.988436607001,40.4008838787087
291877023,22155828,10,2022-09-25T14:38:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",Y,Allentown,3,HARRASSMENT,2709(a) Harassment.,1803,3,5,-79.9937050598573,40.4218022561637
293064885,22163984,0,2022-10-09T21:37:00,"400 Block Ormsby St Pittsburgh, PA 15210",N,Mount Oliver,3,99,9994 PFA Service,1607,3,3,-79.9816232395139,40.412632050652
293072576,22163996,29,2022-10-09T22:05:00,"1700 Block Leolyn St Pittsburgh, PA 15210",N,Carrick,3,RUNAWAYS - JUVENILE,029 Missing Juvenile,2902,4,3,-79.9861410427679,40.3989515688332
293072800,22163754,0,2022-10-09T12:00:00,"Wilkins Township Pittsburgh, PA ",N,Outside County,OSC,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),6699,,,,
293075699,22163661,6,2022-10-09T06:13:00,"Smallman St & 11th St Pittsburgh, PA 15222",N,Strip District,2,THEFT FROM AUTO,3934 Theft from Vehicle,203,7,6,-79.9941353431813,40.4456552555729
293076310,22164065,0,2022-10-10T01:12:00,"E Carson St & S 10th St Pittsburgh, PA 15203",N,South Side Flats,3,99,9998 Overdose Other,1702,3,3,-79.9885762778787,40.4287104703372
293104709,22164156,99,2022-10-10T08:15:00,"900 Block Greenfield Ave Pittsburgh, PA 15217",N,Greenfield,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1517,5,3,-79.9333422903437,40.4241980909446
293126965,22164374,10,2022-10-10T12:44:00,"900 Block Fordham St Pittsburgh, PA 15226",Y,Brookline,6,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,1918,4,5,-80.0220985943807,40.3906149297412
293138494,22164530,6,2022-10-10T20:15:00,"200 Block General Robinson St W Pittsburgh, PA 15212",N,North Shore,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2205,1,6,-80.0054731323716,40.4483810771622
292877896,22162012,6,2022-10-06T08:00:00,"2400 Block Smallman St Pittsburgh, PA 15222",N,Strip District,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,203,7,6,-79.9811061823889,40.4539787228666
292884303,22162079,11,2022-10-03T14:58:00,"1200 Block Creedmoor Ave Pittsburgh, PA 15226",N,Brookline,6,CREDIT CARDS,4106 Access Device Fraud,1918,4,5,-80.0140604558459,40.390228162275
-3526000393,22162263,14,2022-10-06T15:30:00,"1300 Block Howard St Pittsburgh, PA 15212",N,Fineview,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 901 Criminal Attempt,2509,,,,
292906957,22162290,0,2022-10-06T20:11:00,"Pennsylvania Ave & Bidwell St Pittsburgh, PA 15233",N,Manchester,1,99,3742 Accidents Involving Death or Personal Injury,2107,6,1,-80.021296668649,40.4549817241102
292948718,22162447,10,2022-10-07T06:40:00,"800 Block Saw Mill Run Blvd Pittsburgh, PA 15226",Y,Central Business District,3,SIMPLE ASSAULT,2701 Simple Assault.,1806,,,,
292948741,22162531,0,2022-10-07T10:14:00,"4200 Block Centre Ave Pittsburgh, PA 15213",N,North Oakland,4,99,9999 9999 - (Misc. Incident): Propetry Damage,403,8,3,-79.9584413621615,40.4484671794979
292958045,22162546,6,2022-10-07T09:50:00,"1200 Block Woodland Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT FROM AUTO,3934 Theft from Vehicle,2715,1,1,-80.0275103365149,40.4697396230738
292958671,22162563,14,2022-10-07T11:30:00,"100 Block 7th St Pittsburgh, PA 15222",N,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief.,201,6,6,-80.000996797488,40.4441447479242
292556120,22155436,10,2022-09-24T18:53:00,"7900 Block Madiera St Pittsburgh, PA 15221",Y,Homewood South,5,SIMPLE ASSAULT,2701 Simple Assault.,1304,9,2,-79.8877016321406,40.448444729416
292578679,22160290,5,2022-09-30T23:00:00,"1700 Block Parkfield St Pittsburgh, PA 15210",N,Carrick,3,BURGLARY,3502 Burglary.,2901,,,,
291720625,22154059,6,2022-09-22T10:00:00,"1500 Block Cumberland St Pittsburgh, PA 15205",N,Crafton Heights,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2815,,,,
291756862,22154199,14,2022-09-22T16:20:00,"Howard St & E North Ave Pittsburgh, PA 15212",N,Fineview,1,CRIM MISCHIEF,3304 Criminal Mischief.,2509,1,1,-79.999235704478,40.4568471719597
291761740,22154386,99,2022-09-22T23:04:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,FOUND PROPERTY,9489 Found Property,1803,3,5,-79.9937050598573,40.4218022561637
291763853,22153884,6,2022-09-22T05:33:00,"5100 Block Chaplain Way Pittsburgh, PA 15207",Y,Hazelwood,4,THEFT,3921 Theft by Unlawful Taking or Disposition. / 2709.A1 HARASSMENT SUBJECT OTHER TO PHYSICAL CONTACT,1501,,,,
291822196,22154924,6,2022-09-23T20:15:00,"4300 Block Butler St Pittsburgh, PA 15201",Y,Central Lawrenceville,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,901,7,2,-79.9600458283935,40.4705854885513
293506149,22166840,4,2022-10-15T00:28:00,"Brownsville Rd & Mckinley St Pittsburgh, PA 15210",Y,Knoxville,3,AGG-ASSAULT,2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 2706 Terroristic Threats. / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 5104.1 Disarming a Law Enforcement Officer,3001,,,-79.9911140320385,40.40875287453
293506708,22166862,0,2022-10-15T01:05:00,"10 Block Shetland St Pittsburgh, PA 15206",N,Larimer,5,99,9994 PFA Service,1204,9,2,-79.911848694617,40.4656229486796
293509414,22166901,10,2022-10-15T02:26:00,"1400 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,SIMPLE ASSAULT,2701 Simple Assault. / 2705 Recklessly Endangering Another Person. / 907 Possessing Instruments of Crime.,1702,3,3,-79.984034293315,40.4286565603557
293522158,22165847,6,2022-10-13T08:00:00,"4000 Block Liberty Ave Pittsburgh, PA 15224",Y,Bloomfield,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,903,7,2,-79.9572505501221,40.4628224882356
293524425,22167020,6,2022-10-15T02:00:00,"Franklinstown Ave Pittsburgh, PA 15208",N,Homewood West,5,THEFT,3934 Theft from Vehicle / 3921 Theft by Unlawful Taking or Disposition.,1207,,,,
293525697,22167093,11,2022-10-15T12:45:00,"300 Block Mc Kee Pl Pittsburgh, PA 15213",N,Central Oakland,4,IDENTITY THEFT,4120 Identity Theft,405,3,3,-79.9577063860126,40.4383720870111
293526888,22167096,99,2022-10-15T12:58:00,"7th St & Fort Duquesne Blvd Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-80.0008672588076,40.4446333846099
293528852,22167116,0,2022-10-15T13:20:00,"3500 Block Camp St Pittsburgh, PA 15219",N,Upper Hill,2,99,3503(a) Criminal Trespass,506,6,3,-79.958067129488,40.4534000667333
293529840,22167132,6,2022-10-15T14:28:00,"7600 Block Penn Ave Pittsburgh, PA 15221",N,Point Breeze North,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1405,9,3,-79.8951355743265,40.4471228791488
293530202,22167146,5,2022-10-15T15:04:00,"70 Block Knox Ave Pittsburgh, PA 15210",Y,Knoxville,3,BURGLARY,3502 Burglary.,3001,3,5,-79.9906786818871,40.4141690582181
291943124,22156300,6,2022-09-26T12:06:00,"900 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",201,6,6,-79.9979394801918,40.4429453058994
292081734,22156863,99,2022-09-27T11:15:00,"200 Block S 9th St Pittsburgh, PA 15203",N,South Side Flats,3,AIDED CASE,9497 Aided Case,1702,,,,
293181090,22164701,0,2022-10-11T08:13:00,"7500 Block Penn Ave Pittsburgh, PA 15221",N,Point Breeze North,4,99,9999 9999 - (Misc. Incident): ,1405,9,3,-79.896576789767,40.447294296653
-3523002756,22164983,99,2022-10-11T17:54:00,"3300 Block Webster Ave Pittsburgh, PA 15219",N,Upper Hill,2,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,506,6,3,-79.9645154008401,40.4528424936221
-3548056698,22164959,99,2022-10-11T15:55:00,"200 Block Mc Kinley St Pittsburgh, PA 15210",N,Knoxville,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),3001,3,5,-79.9911514567107,40.4087545800782
293228298,22164982,10,2022-10-11T17:49:00,"200 Block Forbes Ave Pittsburgh, PA 15222",N,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,3,-79.9776350033459,40.4372063748784
293236334,22165084,10,2022-10-11T20:58:00,"400 Block N Highland Ave Pittsburgh, PA 15206",Y,East Liberty,5,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a) Harassment. / 13(a)(31) Marijuana: Possession Small Amount / 9501 Bench Warrant,1115,9,2,-79.9221749446935,40.4651657848127
293286049,22165374,99,2022-10-12T11:43:00,"100 Block N Braddock Ave Pittsburgh, PA 15221",N,Point Breeze North,4,FOUND PROPERTY,9489 Found Property,1405,,,-79.8636426777302,40.4225538615335
292966176,22162571,10,2022-10-07T08:30:00,"5500 Block Columbo St Pittsburgh, PA 15206",N,Garfield,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1114,9,2,-79.9316706410121,40.4686141435421
292970315,22162574,99,2022-10-07T11:37:00,"200 Block S 9th St Pittsburgh, PA 15203",N,South Side Flats,3,AIDED CASE,9497 Aided Case,1702,,,,
292973456,22162687,99,2022-10-07T16:12:00,"500 Block Landleiss Pl Pittsburgh, PA 15219",N,Upper Hill,2,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,506,6,3,-79.9644275920344,40.4489153623861
292986073,22162953,14,2022-10-07T07:00:00,"Bedford Sq Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief. / 901 Criminal Attempt,1702,3,3,-79.9890956619228,40.429265380134
292986262,22162954,14,2022-10-07T07:00:00,"Bedford Sq Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief. / 901 Criminal Attempt,1702,3,3,-79.9890956619228,40.429265380134
292986303,22162952,14,2022-10-07T07:00:00,"1100 Block Bingham St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief. / 901 Criminal Attempt,1702,3,3,-79.987382150793,40.4292546297805
293010702,22160399,27,2022-10-03T13:50:00,"6200 Block Broad St Pittsburgh, PA 15206",N,East Liberty,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1115,9,2,-79.9220514004315,40.4616553224018
293016835,22163152,99,2022-10-08T08:59:00,"6300 Block Dean St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1203,9,2,-79.9072048286366,40.4701009492882
293026986,22163478,10,2022-10-08T20:51:00,"7900 Block Frankstown Ave Pittsburgh, PA 15221",N,East Hills,5,HARRASSMENT,2709(a) Harassment.,1306,9,2,-79.8859093825126,40.4550804207096
292658233,22160805,26,2022-10-04T09:20:00,"3400 Block Butler St Pittsburgh, PA 15201",Y,Lower Lawrenceville,2,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,603,7,2,-79.9666288159057,40.4632395186708
292658722,22160770,14,2022-10-04T08:15:00,"1700 Block Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1702,,,,
292660951,22160830,27,2022-10-04T10:15:00,"5500 Block Wightman St Pittsburgh, PA 15217",Y,Squirrel Hill North,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1403,,,,
292667321,22160887,99,2022-10-04T11:45:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.0219684615574,40.4512177173984
292716636,22161053,99,2022-10-04T17:20:00,"100 Block Eiler Ave Pittsburgh, PA 15210",N,Carrick,3,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,2902,4,3,-79.985429105582,40.3913863789335
292726159,22161085,0,2022-10-04T18:20:00,"900 Block Freeport Row Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,99,9999 9999 - (Misc. Incident): ,1201,9,2,-79.8923529450752,40.4861185015656
292726366,22161092,4,2022-10-04T19:53:00,"1000 Block Chartiers Ave Pittsburgh, PA 15220",Y,Elliott,6,AGG-ASSAULT,2702 Aggravated Assault. / 4304(a)(1) Endangering Welfare of Children.,2020,2,5,-80.0406490894735,40.4442384618982
292733815,22161194,0,2022-10-04T22:18:00,"1600 Block Brighton Pl Pittsburgh, PA 15212",Y,California-Kirkbride,1,99,9093 Indirect Criminal Contempt,2507,6,1,-80.0169657659041,40.4578827996754
291837453,22155147,0,2022-09-24T07:30:00,"1900 Block Baldauf St Pittsburgh, PA 15203",N,South Side Slopes,3,99,"1333 Lost, Stolen, Damaged or Illegible Registration Plate.",1706,3,3,-79.9807107567371,40.4229997354876
291843974,22155290,5,2022-09-24T03:40:00,"60 Block E Amanda Ave Pittsburgh, PA 15210",N,Knoxville,3,BURGLARY,3502 Burglary.,3001,3,5,-79.9881209501604,40.4193834289459
291844152,22155274,14,2022-09-24T06:40:00,"60 Block Beltzhoover Ave Pittsburgh, PA 15211",N,Mount Washington,3,CRIM MISCHIEF,3304 Criminal Mischief. / 907 Possessing Instruments of Crime.,1807,3,5,-79.9976629107085,40.4238219691255
291848999,22155371,23,2022-09-24T16:30:00,"500 Block Market St Pittsburgh, PA 15222",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness,201,6,6,-80.0020864900599,40.4414118012609
291856065,22155516,99,2022-09-24T21:30:00,"Stockton St & Sandusky Ave Pittsburgh, PA 15212",N,Bluff,1,FOUND PROPERTY,9489 Found Property,103,1,1,-80.0028859231106,40.4504914375154
291864476,22155545,0,2022-09-25T01:15:00,"4800 Block Kennywood Blvd West Mifflin, PA 15122",N,Outside State,OSC,99,8106 Shots Fired,7799,,,-79.8650338757633,40.3854403197204
291867657,22155729,6,2022-09-25T09:45:00,"2200 Block Tilbury Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle,1408,5,3,-79.9181656462545,40.4318802532357
293534809,22167317,0,2022-10-15T21:07:00,"700 Block S Negley Ave Pittsburgh, PA 15232",N,Shadyside,4,99,9999 9999 - (Misc. Incident): Forced Entry (Non Medical Emergency),703,9,2,-79.9266960314998,40.4698183744927
